BILL_1,BILL_2,BILL_3,BILL_4,BILL_5,BILL_6,AGE,SEX,EDUCATION,MARRIAGE,RISK
139578,123041,110751,99222,83859,72220,32,Female,University,Single,HIGH
16098,17130,18621,19017,18571,19264,41,Male,Graduate School,Single,LOW
7033,10431,10120,11145,11368,12186,52,Female,University,Married,LOW
1206,661,1503,1379,1216,1440,28,Female,University,Married,HIGH
329877,309781,295550,277650,264217,238368,44,Male,High School,Married,LOW
1135,1135,1135,1135,1135,1135,46,Male,Graduate School,Married,HIGH
0,0,1756,2719,4049,5176,26,Female,University,Married,HIGH
4030,6720,0,8484,2060,0,36,Male,High School,Married,HIGH
53584,41935,30077,30246,30257,29768,57,Female,University,Single,HIGH
21133,21793,19641,15848,16026,16359,55,Male,University,Single,LOW
0,0,0,0,0,0,43,Female,University,Married,HIGH
12662,13661,13145,14123,13754,14724,44,Female,University,Married,LOW
76222,79564,49000,-1000,0,0,25,Male,University,Single,HIGH
194843,197581,202150,0,0,48855,47,Female,High School,Single,HIGH
216591,197022,198088,187000,179703,174571,47,Male,University,Married,LOW
101706,102946,104260,104162,104754,105707,30,Female,University,Married,HIGH
107030,115455,115106,118811,121514,124815,36,Female,University,Married,HIGH
4086,3855,3055,1375,3338,3032,36,Female,Graduate School,Married,LOW
390,390,390,0,780,0,31,Male,High School,Married,HIGH
0,1591,0,302,390,1278,29,Female,University,Single,HIGH
0,0,0,0,0,0,41,Female,University,Married,HIGH
50698,51030,49984,20155,19959,20194,57,Male,Graduate School,Single,HIGH
941,911,9743,7480,22880,880,43,Female,Graduate School,Married,LOW
3660,16991,19200,18856,14301,913,37,Female,Graduate School,Married,LOW
1451,1175,2751,2995,2018,938,29,Female,University,Married,HIGH
10281,9949,8838,8838,0,0,35,Male,Others,Single,HIGH
23551,23607,22132,63204,19412,18099,53,Male,Graduate School,Married,HIGH
40709,37503,18086,18545,15453,15847,41,Male,University,Single,HIGH
282944,288729,295114,299739,304319,299400,44,Male,Graduate School,Single,LOW
724,125,416,190,190,66,26,Female,Graduate School,Single,HIGH
258442,263195,268769,263144,273783,239278,38,Male,High School,Single,LOW
38074,43083,47051,65321,83882,72812,28,Male,University,Married,HIGH
27110,27460,29710,29452,11124,0,26,Female,University,Single,LOW
55788,8360,4897,5065,19468,0,29,Female,Graduate School,Single,HIGH
52753,51400,0,0,0,0,28,Male,University,Single,HIGH
36415,37409,30019,30426,22867,12900,43,Female,University,Married,HIGH
100253,101587,100095,98569,99534,100013,37,Female,University,Married,HIGH
416,832,416,3285,2685,2270,30,Female,University,Married,LOW
57262,27275,22095,14293,12217,16170,36,Female,University,Married,HIGH
528,0,264,264,264,264,22,Female,University,Single,LOW
76023,73213,68034,68602,30252,47363,34,Female,High School,Married,HIGH
21953,32905,14458,18061,8016,5768,43,Female,Graduate School,Married,HIGH
3731,4695,7604,2919,0,0,28,Female,Graduate School,Single,HIGH
390,390,390,0,780,0,23,Male,University,Married,HIGH
26813,22999,17485,10588,8368,940,39,Male,University,Single,HIGH
33765,2682,470,119955,119685,9780,52,Female,Graduate School,Married,HIGH
3251,4342,2557,4440,4832,6059,34,Female,Graduate School,Single,LOW
19755,19661,20018,20427,19377,19386,35,Male,University,Married,LOW
17426,29047,30572,38043,39441,42652,31,Male,Graduate School,Single,HIGH
16500,17012,18181,19331,19113,17996,35,Male,High School,Single,HIGH
15070,17509,17923,18134,17704,18256,29,Female,High School,Single,LOW
16812,17571,18013,18197,9032,11951,30,Female,University,Single,HIGH
470310,472072,475509,466730,469490,398335,58,Male,University,Married,HIGH
26214,25100,34131,31120,15768,30831,32,Male,Graduate School,Married,HIGH
58995,63064,60984,61034,60881,46569,27,Male,Graduate School,Single,HIGH
95322,96903,94682,89207,46259,50504,28,Male,University,Single,HIGH
18354,9000,9306,9306,9000,9000,27,Female,University,Single,HIGH
62427,63922,65864,66578,69503,72346,38,Female,High School,Married,HIGH
46528,47456,36251,438,43367,44305,25,Female,University,Single,HIGH
0,999,0,0,0,0,43,Female,University,Married,LOW
25849,26852,27882,28894,29313,29924,33,Female,University,Married,HIGH
86654,87851,85594,87095,88357,77155,58,Female,University,Married,LOW
46179,38055,28857,27495,26344,24879,38,Female,Graduate School,Single,HIGH
10554,568,22058,23205,11571,12179,34,Female,Others,Married,HIGH
98,1090,0,0,580,500,33,Female,University,Married,HIGH
991,991,1316,325,1657,325,40,Male,High School,Married,HIGH
146277,127679,73323,74783,76360,77868,44,Male,High School,Married,HIGH
0,0,0,0,0,0,32,Male,University,Single,LOW
9622,10974,14963,15123,14741,15340,32,Male,University,Married,HIGH
8666,8666,17307,8666,8666,17303,48,Male,University,Married,HIGH
0,1150,4576,0,0,1206,60,Male,Graduate School,Married,LOW
54408,57901,61914,65863,69792,73346,40,Female,High School,Married,HIGH
163935,153152,147032,122196,103692,70204,30,Female,High School,Single,HIGH
28059,17712,18642,20011,19147,19056,24,Female,Graduate School,Single,HIGH
281600,281178,265549,244053,239088,193401,31,Male,University,Single,LOW
16228,29414,4975,3960,2914,1068,36,Female,Graduate School,Married,HIGH
0,0,0,0,0,0,38,Female,Graduate School,Married,HIGH
40910,39592,40135,37403,30159,27854,45,Female,University,Married,HIGH
69602,67930,72205,73116,74801,73444,25,Female,University,Single,HIGH
832,416,832,416,566,416,41,Female,University,Married,HIGH
9462,9701,10277,13148,12834,13861,43,Male,Graduate School,Married,HIGH
5014,59970,18585,13835,45476,25125,30,Female,Graduate School,Single,HIGH
59520,60492,62160,64714,62420,62990,29,Female,University,Single,LOW
189748,192338,195598,188878,186790,180240,26,Female,Graduate School,Single,HIGH
8086,8848,9283,8950,8943,333,27,Female,Graduate School,Single,HIGH
157186,136159,96395,58773,60737,115158,29,Male,University,Single,HIGH
15109,3139,12840,3950,7688,2241,39,Male,University,Married,HIGH
101658,97937,98893,101044,96045,97227,51,Male,Others,Single,HIGH
15167,841,9842,7931,3412,1035,28,Female,Graduate School,Single,HIGH
19786,19170,21864,21215,23494,22978,50,Male,University,Married,LOW
175435,195581,190716,132731,129960,66747,25,Female,University,Single,HIGH
8481,8711,6946,5863,4180,4322,40,Female,University,Married,LOW
70780,67741,40195,48568,49039,50387,29,Female,High School,Single,HIGH
4168,19169,22893,52002,16521,-38,37,Female,Graduate School,Single,HIGH
33171,32678,32218,31963,30942,29945,23,Female,High School,Single,HIGH
960,4348,73689,76148,77254,78967,31,Female,University,Single,HIGH
334125,335778,343792,301895,198944,197439,37,Female,Graduate School,Single,HIGH
1880,1702,1196,870,3028,2508,35,Female,Graduate School,Single,HIGH
151594,139114,92720,86468,79600,80866,32,Male,University,Single,HIGH
142186,141068,140391,140549,140303,140737,39,Female,University,Single,HIGH
5025,4805,46295,46885,47535,45994,41,Female,University,Single,LOW
582,0,582,291,4471,5394,52,Male,Graduate School,Single,HIGH
22681,25980,10409,118253,111765,13294,36,Male,Graduate School,Single,HIGH
29803,30766,29918,29071,29527,30480,38,Female,University,Married,HIGH
196192,191745,205681,200988,217830,223254,35,Female,University,Married,HIGH
2569,2834,394,904,2514,4054,28,Male,Graduate School,Single,HIGH
144678,140804,136437,135253,134629,134309,43,Male,Graduate School,Married,HIGH
652,326,326,326,326,326,34,Female,Graduate School,Single,LOW
0,670,0,0,0,150,24,Female,University,Single,LOW
126695,106534,109884,106114,108202,110938,36,Female,University,Single,HIGH
28040,29092,29366,27737,28318,28806,22,Female,University,Single,HIGH
29668,30282,30737,26875,26318,25880,30,Male,University,Single,HIGH
15285,52698,2875,6918,10014,6478,31,Male,Graduate School,Single,HIGH
0,0,0,0,0,0,25,Male,University,Single,HIGH
28804,43996,47532,49414,51380,50661,35,Male,Graduate School,Married,HIGH
6305,7052,8786,8863,10763,7140,30,Male,University,Married,LOW
780,0,0,0,0,0,41,Male,University,Single,HIGH
31789,22289,29815,35442,8321,20718,27,Female,Graduate School,Single,HIGH
12894,12404,12408,11912,13707,14328,26,Male,University,Single,LOW
0,5023,2460,0,0,3081,29,Male,Graduate School,Single,HIGH
213,213,203,2571,187,5469,35,Female,University,Married,HIGH
40527,42066,41126,40165,42683,43843,28,Female,High School,Single,HIGH
10000,10000,10000,10000,20000,10338,48,Female,University,Single,HIGH
1550,978,588,390,390,540,39,Female,Graduate School,Single,HIGH
8723,10265,12086,13180,13660,14288,28,Male,University,Single,HIGH
15499,16505,35110,19495,19019,18134,22,Female,University,Single,LOW
28718,29166,0,0,0,0,46,Female,University,Married,LOW
369699,331755,303016,290019,294689,301491,58,Male,University,Married,HIGH
9464,37856,31429,22483,16437,-2474,36,Male,Graduate School,Single,HIGH
78913,78726,70110,62590,54177,60662,24,Female,University,Single,HIGH
27497,27960,28996,29321,29803,30511,60,Male,University,Married,LOW
8286,9395,10000,10000,0,0,40,Male,High School,Others,HIGH
25140,23936,11107,1210,0,0,27,Male,University,Single,HIGH
21959,24685,24983,25375,25923,25358,29,Male,University,Single,HIGH
131629,131374,129544,131937,132958,134525,42,Male,University,Married,HIGH
453,16577,40489,39744,26765,2837,31,Male,High School,Single,HIGH
48219,48978,49257,19641,20053,19613,40,Male,University,Married,HIGH
32755,31973,30937,29999,29214,29846,42,Male,High School,Single,LOW
156000,155866,159005,159248,118904,119243,39,Female,High School,Single,HIGH
142,142,142,142,142,142,29,Male,High School,Single,LOW
67610,69908,78087,75255,78593,59816,51,Female,University,Married,LOW
48796,48797,49115,47991,0,0,46,Female,High School,Married,HIGH
27199,28358,28937,29614,30391,23159,29,Female,University,Single,HIGH
35874,32130,34602,35172,27568,28467,37,Female,University,Married,HIGH
390,390,390,15080,780,0,41,Male,Graduate School,Married,HIGH
135489,138509,138076,110044,111906,104073,34,Female,University,Married,HIGH
1727,1508,3096,3400,4522,-240,29,Female,Graduate School,Single,HIGH
68085,70604,26890,27450,27634,28216,60,Male,High School,Married,HIGH
50657,50529,49162,19969,19893,20282,40,Male,Graduate School,Married,HIGH
126251,128542,122493,124743,127507,121400,37,Female,University,Married,HIGH
0,0,0,0,0,0,28,Female,Graduate School,Single,HIGH
8229,11076,11787,11301,11677,11766,37,Female,University,Married,HIGH
386301,392458,290201,295606,300709,305904,27,Female,Graduate School,Single,HIGH
157303,161498,153226,78511,9808,8358,31,Male,Graduate School,Single,LOW
8898,1276,24031,41305,5405,32310,29,Male,Graduate School,Single,HIGH
10181,11058,11471,11776,12660,12660,27,Male,Graduate School,Single,LOW
74286,75151,77346,78921,83303,81852,30,Female,Graduate School,Married,LOW
780,0,390,390,390,390,44,Male,High School,Married,LOW
17593,38478,19703,19697,17303,1554,33,Male,Graduate School,Single,HIGH
405779,412684,411394,277995,249697,258353,50,Female,University,Married,HIGH
170146,9771,0,24683,23702,46093,33,Male,Graduate School,Single,HIGH
10043,17883,9322,15693,5588,10161,35,Female,Graduate School,Married,HIGH
52623,51208,57538,56019,60135,61298,26,Female,University,Single,HIGH
1441,2557,3655,0,41257,35432,27,Female,Graduate School,Single,HIGH
112662,111077,108539,106001,103816,101878,35,Male,University,Married,LOW
30265,-131,-527,-923,-1488,-1884,30,Male,Graduate School,Single,HIGH
106203,108327,106142,102449,100212,102674,28,Female,Graduate School,Married,HIGH
49401,47828,48416,20098,20130,20158,42,Female,University,Married,HIGH
6901,0,188,6498,44938,56015,38,Male,High School,Married,HIGH
8679,8399,8101,8995,8216,7756,23,Male,University,Married,HIGH
9076,5787,-684,5247,3848,3151,32,Female,University,Married,HIGH
19739,17875,19174,19158,18762,19223,21,Male,University,Single,HIGH
26948,16272,1000,0,0,0,41,Male,High School,Married,HIGH
82831,15081,32105,4476,6491,1262,35,Female,Graduate School,Married,HIGH
2095,781,3985,942,-18,3739,40,Female,Graduate School,Married,HIGH
97933,78409,58998,60219,61748,64220,45,Male,High School,Married,HIGH
2274,3297,4730,5649,7304,8252,22,Female,University,Single,LOW
112237,114467,116900,119228,121805,115463,42,Female,Graduate School,Married,HIGH
116256,122392,118668,95735,96509,97089,50,Female,University,Married,HIGH
154000,155392,76667,151434,49407,51636,33,Male,University,Single,LOW
69186,72450,73798,74682,79586,78261,28,Female,University,Single,HIGH
80709,76179,71219,67687,61691,57626,36,Male,University,Single,HIGH
0,0,0,0,0,0,29,Female,Graduate School,Single,HIGH
30985,44300,0,0,0,0,24,Female,Graduate School,Single,HIGH
212643,192933,174184,163792,120754,236402,45,Male,University,Single,HIGH
0,0,0,0,0,0,53,Male,High School,Married,HIGH
130705,132472,129576,129829,125382,124942,30,Male,Graduate School,Single,LOW
6764,6500,6764,1743,149153,145597,29,Female,University,Married,HIGH
181550,177978,164481,198545,232543,165288,31,Female,Graduate School,Single,HIGH
210333,206332,214981,194817,186895,168541,28,Female,University,Married,LOW
13766,39072,44758,45571,40592,7145,35,Female,Graduate School,Single,HIGH
135211,142398,121570,130780,130780,0,37,Female,University,Married,HIGH
798,2305,1036,5022,3938,316,40,Female,Graduate School,Single,HIGH
50747,49666,52727,51286,55077,55500,39,Male,Graduate School,Single,HIGH
117485,114166,116491,118839,126102,123914,39,Male,University,Married,LOW
14765,6371,4150,988,390,1935,33,Male,University,Single,HIGH
756,0,0,11660,11898,14898,44,Female,Graduate School,Married,LOW
25851,26912,27535,29175,28625,30383,24,Male,University,Single,LOW
-136,-496,-856,-1216,-1576,4266,44,Male,Graduate School,Married,HIGH
89197,87088,85280,83873,78945,80597,54,Female,University,Married,HIGH
26857,9505,8933,14357,24549,3031,29,Female,Graduate School,Single,HIGH
222134,223345,225258,189500,182771,188876,53,Female,University,Married,HIGH
19017,20018,19384,19405,19978,19791,26,Female,University,Single,LOW
17950,17330,18560,14509,17972,15352,25,Female,University,Single,HIGH
744,9613,18748,18694,11606,7516,31,Male,University,Single,HIGH
47872,48802,50214,19321,19867,20384,54,Male,University,Married,HIGH
0,0,0,0,0,0,44,Female,Graduate School,Married,HIGH
314,3031,597,1640,306,39506,47,Female,Graduate School,Single,HIGH
44242,58876,73068,102311,75543,88283,36,Female,High School,Single,HIGH
76538,71888,65832,51621,51191,49918,52,Female,University,Married,HIGH
63000,64397,65253,63609,68397,69605,24,Male,University,Single,LOW
18519,20195,19638,17198,14253,18475,25,Female,University,Single,HIGH
79696,75167,75183,69385,30103,3752,44,Female,University,Single,LOW
83687,85360,86274,84001,85897,88759,29,Male,University,Single,HIGH
92095,173354,193994,195250,204850,86279,35,Female,Graduate School,Single,HIGH
894,1020,0,0,0,0,24,Female,Graduate School,Single,HIGH
284990,274764,225000,16635,15000,47143,48,Female,High School,Married,HIGH
10846,10533,10225,9912,11444,10975,27,Male,University,Married,LOW
390,390,390,390,390,390,25,Male,Graduate School,Single,LOW
18458,17334,16768,17539,18775,18586,36,Male,University,Single,HIGH
127544,126771,124824,123174,100585,97687,36,Female,High School,Single,HIGH
57392,60254,58971,29137,29900,30069,22,Male,Graduate School,Single,HIGH
44489,45470,46424,45377,48441,47511,48,Male,University,Married,LOW
119836,21836,11036,29836,986,21615,23,Female,High School,Single,HIGH
80012,81703,83290,85085,89707,63787,33,Male,University,Single,LOW
49086,48614,44211,27415,26630,8551,22,Female,Graduate School,Single,HIGH
30558,30363,29077,30029,26366,28916,23,Female,University,Single,LOW
30391,29144,30419,30097,25887,25707,23,Male,High School,Single,HIGH
44838,45894,47121,45625,49367,46001,26,Male,Graduate School,Single,LOW
103194,107027,107765,109970,113436,115402,26,Male,University,Single,HIGH
-19,3894,5570,10516,-3,-3,40,Female,University,Single,HIGH
223,0,0,0,0,0,31,Female,Graduate School,Single,HIGH
10063,10166,11579,68712,26476,8974,51,Male,Graduate School,Married,HIGH
0,0,0,0,0,0,45,Female,University,Single,HIGH
57033,58994,59732,36914,37684,38613,43,Female,University,Married,HIGH
5017,22469,-29,-29,-29,-29,33,Male,Graduate School,Single,HIGH
67028,32546,29814,31488,8495,10170,27,Female,Graduate School,Single,HIGH
19369,3888,3167,-129,9703,9871,53,Male,High School,Single,HIGH
125529,112933,105582,104501,83504,79411,45,Female,Graduate School,Married,HIGH
277376,266532,256321,19753,464,8199,52,Female,Others,Single,HIGH
44159,41904,46174,40675,0,0,24,Female,University,Married,HIGH
20420,16592,14400,17000,17000,20000,25,Female,Graduate School,Single,HIGH
115743,117357,112527,91802,94114,91201,28,Female,Graduate School,Single,HIGH
170812,172332,177566,182074,183417,185608,35,Male,University,Married,LOW
11564,13063,14337,15596,15204,17149,23,Female,University,Single,LOW
0,724,0,785,0,0,51,Female,High School,Married,HIGH
680,0,0,0,74731,0,41,Female,Graduate School,Married,HIGH
29356,30483,31180,18401,18785,19248,26,Female,University,Single,LOW
5536,15041,15877,12311,16270,7922,25,Female,University,Single,HIGH
31543,31641,32286,32692,32261,32644,40,Female,High School,Single,LOW
148747,145231,145341,153833,151194,145738,54,Female,High School,Married,HIGH
885,1475,780,390,780,390,37,Male,University,Single,HIGH
901,901,901,1075,0,66,30,Male,Graduate School,Single,HIGH
346,21191,1339,0,0,8777,27,Female,Graduate School,Single,HIGH
23203,23534,24838,25429,26020,26541,41,Female,High School,Single,LOW
326,326,326,326,326,326,39,Male,University,Married,HIGH
285038,291480,298378,131103,128742,124882,31,Male,University,Single,HIGH
76896,78663,78692,56032,57248,58515,27,Male,University,Single,LOW
19200,10000,20176,10000,10000,10000,27,Male,High School,Single,HIGH
-1,-1,-1,-1,0,-400,32,Female,Graduate School,Single,LOW
72652,90461,89011,96593,105083,103522,30,Male,University,Single,LOW
7890,8958,780,7500,0,0,50,Female,University,Single,HIGH
26772,70398,56266,47804,44230,48144,33,Female,University,Married,HIGH
24297,28804,43996,47532,49414,51380,35,Male,Graduate School,Married,HIGH
80904,64144,54029,51497,28250,28073,51,Female,High School,Married,HIGH
42838,37225,36087,9636,9590,10030,25,Male,High School,Single,HIGH
67521,66999,63949,63699,64718,65970,25,Female,Graduate School,Single,HIGH
6599,7736,8492,8138,4990,1598,27,Male,Graduate School,Single,HIGH
49459,49281,50071,10104,9208,10075,22,Female,Graduate School,Single,HIGH
17771,18794,19062,19443,19849,20287,27,Male,University,Single,HIGH
85841,74564,78351,79030,56016,36210,30,Female,University,Single,HIGH
272,894,2168,762,660,3140,27,Female,Graduate School,Single,HIGH
108491,111046,110716,97168,94524,96777,24,Female,University,Single,HIGH
29989,168,1206,300,460,861,30,Female,Graduate School,Single,LOW
362816,372284,380257,386847,301231,325831,34,Male,Graduate School,Single,HIGH
90,90,90,90,180,90,50,Female,Graduate School,Married,LOW
-242,-3748,5512,4102,1756,4400,40,Female,University,Married,HIGH
48926,45156,27762,19238,15585,15892,50,Female,University,Married,LOW
16139,17261,14354,8713,1781,1615,23,Female,University,Single,HIGH
2691,426,426,27926,0,430,27,Female,Graduate School,Single,HIGH
70001,45813,44309,27428,2013,4724,36,Female,University,Married,HIGH
4882,5205,2747,4594,4092,4361,28,Male,University,Single,LOW
640,2113,-6,999,944,-3,52,Female,University,Single,HIGH
220706,227741,183268,186989,159345,162695,39,Male,Graduate School,Married,HIGH
0,0,0,0,0,0,33,Male,Graduate School,Married,HIGH
5361,2700,3822,1103,1622,-1,31,Female,University,Married,HIGH
28603,28785,0,0,0,0,29,Male,University,Single,LOW
269,0,697,697,895,1341,50,Male,University,Married,HIGH
44332,25913,19057,18788,18108,15256,42,Female,High School,Married,HIGH
49929,49667,780,0,0,0,27,Female,High School,Others,HIGH
53044,51158,29452,1696,38585,38884,48,Female,University,Single,HIGH
178087,185212,187648,192538,198828,206489,37,Male,University,Married,HIGH
32598,51662,30285,24879,29479,27553,39,Female,Graduate School,Married,HIGH
46430,47679,48783,49981,44211,48568,28,Female,Graduate School,Single,HIGH
194301,199451,198684,87700,88621,53243,46,Male,Graduate School,Married,HIGH
21001,12406,14587,59974,51049,47079,40,Female,Others,Married,HIGH
81582,82768,654,628,302,476,38,Male,Graduate School,Married,HIGH
146206,150404,154977,157166,160870,164101,43,Male,High School,Married,HIGH
499,0,0,0,0,0,27,Female,Graduate School,Single,LOW
63004,66964,75856,74062,72756,76355,27,Male,University,Single,LOW
326,326,326,12055,11968,12968,40,Female,Graduate School,Single,HIGH
200593,206178,208601,213025,214931,219001,36,Female,University,Married,LOW
184765,190691,206000,194930,130938,134664,36,Female,Graduate School,Married,HIGH
102646,101640,102740,97791,86200,83017,48,Male,University,Married,HIGH
11084,12605,13102,12595,14386,14005,47,Male,Graduate School,Married,HIGH
734,9455,1277,2170,16070,1760,46,Female,Graduate School,Married,HIGH
1828,2835,5270,5040,5304,5777,25,Female,Graduate School,Single,LOW
117775,117106,118207,116885,123040,120546,45,Male,Graduate School,Married,HIGH
18278,17696,19008,19083,21871,21236,40,Female,University,Single,LOW
215052,191094,195204,199091,201581,206054,32,Female,Graduate School,Single,HIGH
7338,-15,4685,1925,2347,0,42,Female,Graduate School,Married,HIGH
158416,124910,95406,95313,48731,87197,31,Male,Graduate School,Married,HIGH
8069,2855,11744,5886,12916,3177,34,Female,University,Single,LOW
0,0,0,0,0,0,37,Female,Graduate School,Married,LOW
19422,17545,18163,19146,18331,18736,23,Female,Graduate School,Single,HIGH
3517,3277,11335,9341,6451,3592,23,Female,Graduate School,Single,HIGH
44961,48164,38684,41034,43597,42743,42,Female,High School,Married,LOW
6618,8984,9558,7426,11130,15382,28,Female,Graduate School,Single,HIGH
65489,41413,40400,25570,10060,8619,27,Female,University,Single,HIGH
15019,4162,2107,0,1630,0,37,Male,Graduate School,Married,HIGH
64767,67724,49104,51202,50289,50528,26,Male,Graduate School,Single,HIGH
226047,230787,236518,232756,214781,219313,41,Male,University,Single,HIGH
8476,10187,9885,11398,12208,11869,26,Male,University,Single,LOW
18362,19669,16479,16694,17334,17063,26,Female,Graduate School,Single,HIGH
129002,130535,129888,133690,137720,140536,28,Female,High School,Married,LOW
98469,96054,97910,96744,97444,95630,36,Female,University,Married,HIGH
27254,26531,27857,29685,31260,30468,31,Female,University,Single,LOW
53447,51734,50293,26667,26608,27665,25,Female,University,Single,HIGH
10968,12480,16919,11775,13275,24901,31,Female,Graduate School,Single,HIGH
780,0,390,390,390,390,38,Female,University,Married,HIGH
8283,8754,9436,5856,6059,5999,24,Female,High School,Married,HIGH
2400,2400,2400,2400,2400,2400,36,Male,University,Married,LOW
53714,55404,56566,57139,58300,59523,49,Female,University,Married,HIGH
0,327,1871,337,1846,333,25,Male,Graduate School,Single,HIGH
5357,4397,11204,3403,2223,1761,39,Male,University,Married,HIGH
7245,0,0,0,790,0,42,Female,High School,Married,HIGH
3845,199,1823,3646,1823,1823,48,Female,High School,Married,LOW
76112,77494,96445,92742,92644,95497,32,Female,University,Single,HIGH
4157,601,432,1602,3017,937,37,Female,University,Married,HIGH
46532,46624,45438,39527,7997,462,35,Female,Graduate School,Married,HIGH
27570,28820,29400,5124,6874,7654,26,Male,University,Single,HIGH
26725,28289,29489,30237,30504,29771,23,Male,University,Single,HIGH
59504,61544,62925,64280,67079,69802,37,Female,University,Married,HIGH
4073,6394,6143,6908,6652,6785,46,Male,University,Single,LOW
2692,4399,5555,5818,3686,2014,29,Female,Graduate School,Single,HIGH
14589,16743,17522,17055,10400,0,48,Female,High School,Married,LOW
169763,166286,162330,110034,97018,96056,28,Male,Others,Single,HIGH
7184,14845,1097,0,0,160,31,Female,Graduate School,Single,HIGH
7659,18814,19570,19967,9908,9646,33,Female,University,Single,HIGH
41836,26598,14487,16233,18543,20240,42,Female,University,Married,HIGH
86401,88991,91571,94045,97965,101176,38,Female,University,Single,HIGH
3278,4000,0,0,0,0,24,Female,University,Single,HIGH
0,0,0,0,691,7020,39,Male,Graduate School,Married,HIGH
92480,94089,97286,97196,97227,101272,36,Male,Graduate School,Single,HIGH
40167,41518,43023,44005,45294,46387,31,Female,Graduate School,Single,HIGH
0,0,0,0,825,675,66,Female,Graduate School,Married,HIGH
401298,433835,399755,357082,363968,346718,27,Female,University,Single,HIGH
60005,41223,49108,50016,45956,52926,46,Male,University,Married,HIGH
200612,202794,191419,81360,66864,66729,37,Female,University,Married,HIGH
30145,26212,17354,18157,18952,14036,30,Female,Graduate School,Single,HIGH
89120,191329,92915,52341,51739,55079,32,Male,High School,Married,HIGH
3960,4397,2177,17871,11451,3570,31,Male,Graduate School,Single,HIGH
4016,5115,3425,1334,2117,1098,49,Female,University,Married,HIGH
28206,122212,117835,112705,111357,108306,25,Female,University,Single,HIGH
1365,2703,863,390,390,3540,36,Female,Graduate School,Single,HIGH
10226,5671,52983,70672,52378,56360,31,Female,Graduate School,Single,HIGH
32108,32784,29891,24531,19391,8850,51,Male,University,Married,HIGH
780,0,780,0,0,0,42,Male,University,Married,HIGH
145801,134269,100229,57583,8556,316,43,Male,High School,Married,HIGH
1094,1335,3056,213,825,1240,37,Female,University,Married,HIGH
0,0,0,0,1202,84482,27,Male,Graduate School,Single,HIGH
86333,88931,92441,102903,105240,109479,36,Male,University,Married,LOW
0,0,0,0,0,0,31,Female,University,Single,LOW
131104,133828,135146,136520,139432,141971,35,Female,University,Married,LOW
59902,61336,61792,57619,12996,2054,49,Female,University,Others,LOW
5565,6841,7853,8565,9565,12065,23,Male,Graduate School,Single,HIGH
24763,33542,30455,2000,0,0,22,Female,Graduate School,Single,LOW
116699,113358,124745,121249,124237,132252,41,Male,Graduate School,Married,LOW
0,0,0,0,0,18149,41,Female,Graduate School,Married,HIGH
7912,4220,3364,2832,34967,38706,31,Female,Graduate School,Single,HIGH
42713,6496,9341,2857,83527,0,34,Male,Graduate School,Single,HIGH
12515,9115,1198,198,1198,11198,49,Female,University,Married,LOW
2329,1894,2528,1865,1496,1873,34,Female,University,Married,HIGH
390,390,390,0,780,390,27,Male,University,Single,HIGH
95,2622,3301,3164,360,1737,41,Male,Graduate School,Single,HIGH
27699,28513,29341,29928,29533,28538,25,Male,University,Married,HIGH
0,0,0,0,0,0,31,Female,Graduate School,Single,HIGH
880,724,844,-36,-916,1030,43,Male,Graduate School,Married,LOW
60560,56471,36057,35077,69251,71478,42,Male,University,Single,LOW
85292,66486,62918,53322,50180,57000,31,Male,Graduate School,Single,HIGH
11802,73011,79259,87413,92269,100973,35,Male,Graduate School,Married,HIGH
1426,326,1976,810,2165,1997,28,Female,University,Single,HIGH
200364,147550,106901,81257,83264,62618,30,Female,High School,Single,HIGH
24179,0,0,0,0,0,24,Female,University,Single,HIGH
2158,-2,-2,5823,2900,42128,31,Male,Graduate School,Single,LOW
90450,82581,81703,66496,36000,25167,29,Female,Graduate School,Single,HIGH
4323,650,10453,10115,600,1788,43,Male,High School,Married,HIGH
20591,20284,20645,20750,20300,20482,39,Male,University,Married,LOW
7806,2944,11755,52566,36658,42332,34,Female,University,Single,HIGH
3678,1829,10002,13476,23572,14603,28,Female,Graduate School,Single,HIGH
263688,257381,260497,261593,264184,264598,31,Female,Graduate School,Married,HIGH
79158,93667,58161,41414,28835,29423,32,Female,High School,Single,HIGH
4524,6435,6894,8292,21866,0,36,Male,University,Married,LOW
20408,16422,14388,18804,23460,27870,45,Male,Graduate School,Others,HIGH
1712,2304,978,652,326,1052,29,Male,Graduate School,Single,LOW
3003,3134,0,0,1186,0,32,Female,University,Single,LOW
145,3526,8510,7831,8864,10845,26,Female,Graduate School,Single,LOW
9367,0,0,0,9400,13039,46,Female,Graduate School,Married,LOW
154365,130024,153258,29975,65683,53856,25,Female,University,Single,HIGH
1022,1085,0,0,0,0,40,Female,University,Single,HIGH
16122,16787,14459,14743,16351,17126,28,Male,High School,Single,LOW
22708,24330,25918,27479,28877,30237,33,Male,Graduate School,Single,HIGH
25615,29849,31034,28071,29978,29365,26,Female,University,Single,LOW
4770,16917,739,-11,5132,2724,51,Male,Others,Married,HIGH
29287,29875,15028,5639,6389,7130,45,Male,High School,Married,HIGH
14931,15090,19239,4940,93332,96112,24,Female,Graduate School,Single,HIGH
223,3035,4810,7546,9260,10000,24,Male,University,Single,HIGH
29227,49177,143588,82261,44242,22999,44,Female,Graduate School,Single,HIGH
